TITLE,CATEGORY
Inslee: Need to base decisions on 'science & reality',t
"Sebelius: Don't rely on Trump's hunches, rely on science",t
The heroines STEM: Ten women in science you should know,t
Trump releases doctor’s note saying he is in ‘excellent’ health,t
CNN Exclusive: Egypt's Health Minister on the health crisis in Gaza,t
"As Earth’s temperature rises, so do deaths among people with mental health problems",t
"Developing multiple health conditions, including cancer, linked to ultraprocessed foods",t
"Best ways to counter the harmful effects of sitting, according to research",t
"Lack of certain types of social connection linked with higher risk of dying early, study finds",t
Foods that improve brain function and mood,t
"Health workers face mental health crisis, CDC says",t
Does the FDA consider almonds 'unhealthy'?,t
Fast food's healthy arms race,t
How does health care differ globally?,t
The president makes his pitch for Obamacare,t
How to get health care like a billionaire,t
Buffett on 'runaway' health care costs,t
Health care ‘game-changer’? Feds boost care for homeless Americans,t
Tattoos of the future could monitor our health,t
‘Healthy eating’ curriculum can do more harm than good,t
How AI is helping 'drug hunters' succeed,t
Can health be inspired?,t
What happens if you exercise but don’t eat well?,t
This is what happens to your body when you breathe polluted air,t
"1 in 4 people who eat healthy meals blow it on snacks, study says",t
"For aging bodies, this type of workout may be better than jogging",t
How we'll thrive in 2050,t
Former Apple CEO on healthcare and automation,t
How AI can change life itself,t
How will we handle future pandemics?,t
A discussion about children's mental health,t
This wearable device can read your brain,t
"Deaths, disabilities from heart problems related to air pollution are on the rise, study finds",t
The president makes his pitch for Obamacare,t
How to get health care like a billionaire,t
Buffett on 'runaway' health care costs,t
Health care ‘game-changer’? Feds boost care for homeless Americans,t
Tattoos of the future could monitor our health,t
‘Healthy eating’ curriculum can do more harm than good,t
How AI is helping 'drug hunters' succeed,t
Can health be inspired?,t
What happens if you exercise but don’t eat well?,t
This is what happens to your body when you breathe polluted air,t
"1 in 4 people who eat healthy meals blow it on snacks, study says",t
"For aging bodies, this type of workout may be better than jogging",t
How we'll thrive in 2050,t
Former Apple CEO on healthcare and automation,t
How AI can change life itself,t
How will we handle future pandemics?,t
A discussion about children's mental health,t
This wearable device can read your brain,t
"Deaths, disabilities from heart problems related to air pollution are on the rise, study finds",t
Opinion: Health questions around McConnell and Feinstein raise a critical concern,t
"With climate change, health care providers should be more mindful of heat-related illness, doctors say",t
"Keeping positive people around can add years to your life, study shows",t
"What’s more important as you age — stretching, balance work or strength training?",t
"When heat turns dangerous, ER doctors do ‘whatever it takes’ to treat patients",t
UK's National Health Service turns 75,t
NHS at 75: Vintage photos document the birth of free healthcare in Britain,t
How can people stay healthy in hot weather? Our medical analyst explains,t
Dads need to make healthy behaviors a part of their lives as they age,t
Most people have problems with their health insurance but like it anyway,t
How wildfire smoke can affect your health,t
"1 in 4 people who eat healthy meals blow it on snacks, study says",t
"For aging bodies, this type of workout may be better than jogging",t
How we'll thrive in 2050,t
Former Apple CEO on healthcare and automation,t
How AI can change life itself,t
How will we handle future pandemics?,t
A discussion about children's mental health,t
This wearable device can read your brain,t
"Deaths, disabilities from heart problems related to air pollution are on the rise, study finds",t
Opinion: Health questions around McConnell and Feinstein raise a critical concern,t
"With climate change, health care providers should be more mindful of heat-related illness, doctors say",t
"Keeping positive people around can add years to your life, study shows",t
"What’s more important as you age — stretching, balance work or strength training?",t
"When heat turns dangerous, ER doctors do ‘whatever it takes’ to treat patients",t
UK's National Health Service turns 75,t
NHS at 75: Vintage photos document the birth of free healthcare in Britain,t
How can people stay healthy in hot weather? Our medical analyst explains,t
Dads need to make healthy behaviors a part of their lives as they age,t
Most people have problems with their health insurance but like it anyway,t
How wildfire smoke can affect your health,t
"How to stay healthy this summer, according to an expert",t
"A national safety board made transportation safer and could do the same for health care, advocates say",t
5 healthy habits that are easy to add to your day,t
"How much you exercise may impact your flu and pneumonia risk, study shows",t
10 foods nutritionists eat when they’re sick,t
"Yes, you can eat your way to heart health. Here’s how",t
"What’s the healthiest cheese? The best options, according to experts",t
"Adding exercise into treatment may reduce substance use, study shows",t
How to exercise when you have a chronic condition or a disability,t
Aging Well with Strength Training,t
"With climate change, health care providers should be more mindful of heat-related illness, doctors say",t
"Keeping positive people around can add years to your life, study shows",t
"What’s more important as you age — stretching, balance work or strength training?",t
"When heat turns dangerous, ER doctors do ‘whatever it takes’ to treat patients",t
UK's National Health Service turns 75,t
NHS at 75: Vintage photos document the birth of free healthcare in Britain,t
How can people stay healthy in hot weather? Our medical analyst explains,t
Dads need to make healthy behaviors a part of their lives as they age,t
Most people have problems with their health insurance but like it anyway,t
How wildfire smoke can affect your health,t
"How to stay healthy this summer, according to an expert",t
"A national safety board made transportation safer and could do the same for health care, advocates say",t
5 healthy habits that are easy to add to your day,t
"How much you exercise may impact your flu and pneumonia risk, study shows",t
10 foods nutritionists eat when they’re sick,t
"Yes, you can eat your way to heart health. Here’s how",t
"What’s the healthiest cheese? The best options, according to experts",t
"Adding exercise into treatment may reduce substance use, study shows",t
How to exercise when you have a chronic condition or a disability,t
Aging Well with Strength Training,t
"Most US adults and a third of children use dietary supplements, survey finds",t
5 easy steps to get healthier,t
How to make your community livable for you now and in the years ahead,t
"Strong, steady friendships may be an asset to your physiological health, study shows",t
"‘Equal opportunity to be healthy’: Stricter air pollution standards would benefit some populations more than others, study says",t
Being ‘socially frail’ comes with health risks for older adults,t
"Opinion: If you think your health is a private matter, see what’s happening to your data",t
Here are the signs of an eating disorder — the ones you know and the ones you don’t,t
"Whether or not you have ever lifted a weight, you can protect your brain health now",t
What is the healthiest bread to eat?,t
"How to stay healthy this summer, according to an expert",t
"A national safety board made transportation safer and could do the same for health care, advocates say",t
5 healthy habits that are easy to add to your day,t
"How much you exercise may impact your flu and pneumonia risk, study shows",t
10 foods nutritionists eat when they’re sick,t
"Yes, you can eat your way to heart health. Here’s how",t
"What’s the healthiest cheese? The best options, according to experts",t
"Adding exercise into treatment may reduce substance use, study shows",t
How to exercise when you have a chronic condition or a disability,t
Aging Well with Strength Training,t
"Most US adults and a third of children use dietary supplements, survey finds",t
5 easy steps to get healthier,t
How to make your community livable for you now and in the years ahead,t
"Strong, steady friendships may be an asset to your physiological health, study shows",t
"‘Equal opportunity to be healthy’: Stricter air pollution standards would benefit some populations more than others, study says",t
Being ‘socially frail’ comes with health risks for older adults,t
"Opinion: If you think your health is a private matter, see what’s happening to your data",t
Here are the signs of an eating disorder — the ones you know and the ones you don’t,t
"Whether or not you have ever lifted a weight, you can protect your brain health now",t
What is the healthiest bread to eat?,t
Opinion: Caring for aging parents is hard. There’s something you can do to make it easier,t
"Long-term exposure to air pollution may raise risk of depression later in life, study says",t
"Healthy lifestyle may mean lower risk of long Covid, study says",t
"US spends most on health care but has worst health outcomes among high-income countries, new report finds",t
New poll shows jump in adults who rate the quality of US health care as ‘poor’,t
"Enjoying nature may lessen need for some medications, study finds",t
"It seems like everyone’s getting sick this winter. Parents and health care workers, how are you coping?",t
"Sitting too much is bad for your health, but offsetting the impact is easy, study shows",t
"Here’s how to eat to live longer, new study says",t
Extend your life with these New Year’s resolutions,t
"Most US adults and a third of children use dietary supplements, survey finds",t
5 easy steps to get healthier,t
How to make your community livable for you now and in the years ahead,t
"Strong, steady friendships may be an asset to your physiological health, study shows",t
"‘Equal opportunity to be healthy’: Stricter air pollution standards would benefit some populations more than others, study says",t
Being ‘socially frail’ comes with health risks for older adults,t
"Opinion: If you think your health is a private matter, see what’s happening to your data",t
Here are the signs of an eating disorder — the ones you know and the ones you don’t,t
"Whether or not you have ever lifted a weight, you can protect your brain health now",t
What is the healthiest bread to eat?,t
Opinion: Caring for aging parents is hard. There’s something you can do to make it easier,t
"Long-term exposure to air pollution may raise risk of depression later in life, study says",t
"Healthy lifestyle may mean lower risk of long Covid, study says",t
"US spends most on health care but has worst health outcomes among high-income countries, new report finds",t
New poll shows jump in adults who rate the quality of US health care as ‘poor’,t
"Enjoying nature may lessen need for some medications, study finds",t
"It seems like everyone’s getting sick this winter. Parents and health care workers, how are you coping?",t
"Sitting too much is bad for your health, but offsetting the impact is easy, study shows",t
"Here’s how to eat to live longer, new study says",t
Extend your life with these New Year’s resolutions,t
VIDEO: Sanjay Gupta wraps up the top 10 health stories of 2022,t
"This year’s top health-related Google searches are in, and Covid-19 is nowhere to be found",t
"Dementia risk may increase if you’re eating these foods, study says",t
Community health groups that played crucial role during Covid-19 pandemic say they’re being left out of government funding,t
"Having good physical balance ‘makes life worth living,’ expert says",t
Working full time doesn’t always make it easier to get health insurance at the job,t
"Hospitalizations for eating disorders grew in the pandemic. The problem isn’t over, experts say",t
"Don’t bother with dietary supplements for heart health, study says",t
"The biggest health insurance mysteries, and how to decode them",t
"Opinion: How to fix American health care, according to 6 experts",t
Opinion: Caring for aging parents is hard. There’s something you can do to make it easier,t
"Long-term exposure to air pollution may raise risk of depression later in life, study says",t
"Healthy lifestyle may mean lower risk of long Covid, study says",t
"US spends most on health care but has worst health outcomes among high-income countries, new report finds",t
New poll shows jump in adults who rate the quality of US health care as ‘poor’,t
"Enjoying nature may lessen need for some medications, study finds",t
"It seems like everyone’s getting sick this winter. Parents and health care workers, how are you coping?",t
"Sitting too much is bad for your health, but offsetting the impact is easy, study shows",t
"Here’s how to eat to live longer, new study says",t
Extend your life with these New Year’s resolutions,t
VIDEO: Sanjay Gupta wraps up the top 10 health stories of 2022,t
"This year’s top health-related Google searches are in, and Covid-19 is nowhere to be found",t
"Dementia risk may increase if you’re eating these foods, study says",t
Community health groups that played crucial role during Covid-19 pandemic say they’re being left out of government funding,t
"Having good physical balance ‘makes life worth living,’ expert says",t
Working full time doesn’t always make it easier to get health insurance at the job,t
"Hospitalizations for eating disorders grew in the pandemic. The problem isn’t over, experts say",t
"Don’t bother with dietary supplements for heart health, study says",t
"The biggest health insurance mysteries, and how to decode them",t
"Opinion: How to fix American health care, according to 6 experts",t
"Sleep may be just as important to heart health as diet and physical activity, research finds",t
"Look to exercise to extend life, even for the oldest, study says",t
A mental health playbook to support your child,t
FDA proposes updates to ‘healthy’ claim on food packages,t
"Women’s health got worse in 2021, global survey finds",t
Opinion: CVS Health CEO: It’s time for business leaders to get serious about mental health,t
"Religion linked to better measures of heart health among Black Americans, study says",t
Hear from a cardiologist why you shouldn't fear taking statins,t
"Want to lower your risk of early death? 3 activities are most beneficial, study says",t
"9 habits linked to a longer, happier life",t
VIDEO: Sanjay Gupta wraps up the top 10 health stories of 2022,t
"This year’s top health-related Google searches are in, and Covid-19 is nowhere to be found",t
"Dementia risk may increase if you’re eating these foods, study says",t
Community health groups that played crucial role during Covid-19 pandemic say they’re being left out of government funding,t
"Having good physical balance ‘makes life worth living,’ expert says",t
Working full time doesn’t always make it easier to get health insurance at the job,t
"Hospitalizations for eating disorders grew in the pandemic. The problem isn’t over, experts say",t
"Don’t bother with dietary supplements for heart health, study says",t
"The biggest health insurance mysteries, and how to decode them",t
"Opinion: How to fix American health care, according to 6 experts",t
"Sleep may be just as important to heart health as diet and physical activity, research finds",t
"Look to exercise to extend life, even for the oldest, study says",t
A mental health playbook to support your child,t
FDA proposes updates to ‘healthy’ claim on food packages,t
"Women’s health got worse in 2021, global survey finds",t
Opinion: CVS Health CEO: It’s time for business leaders to get serious about mental health,t
"Religion linked to better measures of heart health among Black Americans, study says",t
Hear from a cardiologist why you shouldn't fear taking statins,t
"Want to lower your risk of early death? 3 activities are most beneficial, study says",t
"9 habits linked to a longer, happier life",t
Is losing weight an important health goal?,t
Health departments apply lessons learned from Covid to other public health concerns,t
How to talk – or not talk – to kids about weight,t
This doctor reversed heart disease. Now he wants to do it for Alzheimer’s,t
Reduce dementia risk with these food and activity choices,t
See tech that's helping Parkinson's patients,t
Walmart EVP on healthcare in rural communities,t
Innovating at home medical testing,t
6 inexpensive ways to eat healthy at home,t
Extreme heat is bad for everyone’s health – and it’s getting worse,t
"Opinion: How to fix American health care, according to 6 experts",t
"Sleep may be just as important to heart health as diet and physical activity, research finds",t
"Look to exercise to extend life, even for the oldest, study says",t
A mental health playbook to support your child,t
FDA proposes updates to ‘healthy’ claim on food packages,t
"Women’s health got worse in 2021, global survey finds",t
Opinion: CVS Health CEO: It’s time for business leaders to get serious about mental health,t
"Religion linked to better measures of heart health among Black Americans, study says",t
Hear from a cardiologist why you shouldn't fear taking statins,t
"Want to lower your risk of early death? 3 activities are most beneficial, study says",t
"9 habits linked to a longer, happier life",t
Is losing weight an important health goal?,t
Health departments apply lessons learned from Covid to other public health concerns,t
How to talk – or not talk – to kids about weight,t
This doctor reversed heart disease. Now he wants to do it for Alzheimer’s,t
Reduce dementia risk with these food and activity choices,t
See tech that's helping Parkinson's patients,t
Walmart EVP on healthcare in rural communities,t
Innovating at home medical testing,t
6 inexpensive ways to eat healthy at home,t
Extreme heat is bad for everyone’s health – and it’s getting worse,t
"8 myths about diet, exercise and sleep",t
Can we grow a personalized human heart?,t
Can we cure aging?,t
The future of cancer research,t
How does a virus eat bacteria?,t
"Social stress prematurely ages your immune system, study finds",t
3 ways to improve your health through your gut microbiome,t
Same county tops healthiest US community ranking for the third year in a row,t
"Are you wasting your money on supplements? Most likely, experts say",t
Is losing weight an important health goal?,t
Health departments apply lessons learned from Covid to other public health concerns,t
How to talk – or not talk – to kids about weight,t
This doctor reversed heart disease. Now he wants to do it for Alzheimer’s,t
Reduce dementia risk with these food and activity choices,t
See tech that's helping Parkinson's patients,t
Walmart EVP on healthcare in rural communities,t
Innovating at home medical testing,t
6 inexpensive ways to eat healthy at home,t
Extreme heat is bad for everyone’s health – and it’s getting worse,t
"8 myths about diet, exercise and sleep",t
Can we grow a personalized human heart?,t
Can we cure aging?,t
The future of cancer research,t
How does a virus eat bacteria?,t
"Social stress prematurely ages your immune system, study finds",t
3 ways to improve your health through your gut microbiome,t
Same county tops healthiest US community ranking for the third year in a row,t
"Are you wasting your money on supplements? Most likely, experts say",t
I gave up dieting for my kids. Here’s why,t
Is helping others the best medicine?,t
Walmart's Cheryl Pegus: Everybody deserves healthy food,t
Canadian doctors are prescribing free passes to national parks to treat patients,t
Opinion: We need to do more to prevent burnout among health care workers,t
Could lab-grown organs and cancer vaccines be the future of medicine?,t
CNN Heroes: Fighting for health equity,t
"Costs top Americans’ health care concerns, new poll finds",t
Know someone with an eating disorder? Here are 6 key ways you can help,t
Does spirituality belong at the doctor’s office?,t
"Having certain health conditions in adolescence may be linked with faster aging in adulthood, study says",t
Extreme heat is bad for everyone’s health – and it’s getting worse,t
"8 myths about diet, exercise and sleep",t
Can we grow a personalized human heart?,t
Can we cure aging?,t
The future of cancer research,t
How does a virus eat bacteria?,t
"Social stress prematurely ages your immune system, study finds",t
3 ways to improve your health through your gut microbiome,t
Same county tops healthiest US community ranking for the third year in a row,t
"Are you wasting your money on supplements? Most likely, experts say",t
I gave up dieting for my kids. Here’s why,t
Is helping others the best medicine?,t
Walmart's Cheryl Pegus: Everybody deserves healthy food,t
Canadian doctors are prescribing free passes to national parks to treat patients,t
Opinion: We need to do more to prevent burnout among health care workers,t
Could lab-grown organs and cancer vaccines be the future of medicine?,t
CNN Heroes: Fighting for health equity,t
"Costs top Americans’ health care concerns, new poll finds",t
Know someone with an eating disorder? Here are 6 key ways you can help,t
Does spirituality belong at the doctor’s office?,t
"Having certain health conditions in adolescence may be linked with faster aging in adulthood, study says",t
"The muscly guy at the gym may be at risk for an eating disorder, experts say",t
This wearable tech talks directly to your doctor,t
"'State-of-the-art' health tech needed after pandemic, says Siemens boss",t
Federal government makes a push for community health centers to provide virtual health services beyond the pandemic,t
"Long life comes from eating right, studies say. Here’s how to begin",t
‘I couldn’t stop.’ The pandemic is triggering eating disorders in our children,t
Healthcare costs are climbing and Americans are struggling to pay,t
Here’s the way to exercise for better balance,t
Why tea is good for you and how to make the perfect cup,t
I gave up dieting for my kids. Here’s why,t
Is helping others the best medicine?,t
Walmart's Cheryl Pegus: Everybody deserves healthy food,t
Canadian doctors are prescribing free passes to national parks to treat patients,t
Opinion: We need to do more to prevent burnout among health care workers,t
Could lab-grown organs and cancer vaccines be the future of medicine?,t
CNN Heroes: Fighting for health equity,t
"Costs top Americans’ health care concerns, new poll finds",t
Know someone with an eating disorder? Here are 6 key ways you can help,t
Does spirituality belong at the doctor’s office?,t
"Having certain health conditions in adolescence may be linked with faster aging in adulthood, study says",t
"The muscly guy at the gym may be at risk for an eating disorder, experts say",t
This wearable tech talks directly to your doctor,t
"'State-of-the-art' health tech needed after pandemic, says Siemens boss",t
Federal government makes a push for community health centers to provide virtual health services beyond the pandemic,t
"Long life comes from eating right, studies say. Here’s how to begin",t
‘I couldn’t stop.’ The pandemic is triggering eating disorders in our children,t
Healthcare costs are climbing and Americans are struggling to pay,t
Here’s the way to exercise for better balance,t
Why tea is good for you and how to make the perfect cup,t
Self-care won’t save us from exhaustion. This other strategy might,t
"Men living alone are at greater risk of inflammation, study says",t
"Despite my health challenges, I choose to heal",t
Dr. Gupta shares his 3 pillars of health for 2022,t
Nordic walking for health and safety,t
Strong relationships may help you live longer,t
10 tips on how to find your ‘sweet spot’ for self-care,t
"Children's mental health in crisis, made worse by pandemic",t
How tech injects new life to the health sector in South Africa,t
What a public health expert is grateful for this Thanksgiving,t
"Having certain health conditions in adolescence may be linked with faster aging in adulthood, study says",t
"The muscly guy at the gym may be at risk for an eating disorder, experts say",t
This wearable tech talks directly to your doctor,t
"'State-of-the-art' health tech needed after pandemic, says Siemens boss",t
Federal government makes a push for community health centers to provide virtual health services beyond the pandemic,t
"Long life comes from eating right, studies say. Here’s how to begin",t
‘I couldn’t stop.’ The pandemic is triggering eating disorders in our children,t
Healthcare costs are climbing and Americans are struggling to pay,t
Here’s the way to exercise for better balance,t
Why tea is good for you and how to make the perfect cup,t
Self-care won’t save us from exhaustion. This other strategy might,t
"Men living alone are at greater risk of inflammation, study says",t
"Despite my health challenges, I choose to heal",t
Dr. Gupta shares his 3 pillars of health for 2022,t
Nordic walking for health and safety,t
Strong relationships may help you live longer,t
10 tips on how to find your ‘sweet spot’ for self-care,t
"Children's mental health in crisis, made worse by pandemic",t
How tech injects new life to the health sector in South Africa,t
What a public health expert is grateful for this Thanksgiving,t
How to use food to boost your immune system,t
This technique can help you lose weight healthily,t
Google engineer: What my own health scare taught me about the sharing of medical data,t
How to enjoy working out if you hate exercise,t
Fad diets are out. It’s your lifestyle habits that matter,t
Report warns of climate change’s ‘code red’ impact on health,t
"Climate crisis is ‘single biggest health threat facing humanity,’ WHO says, calling on world leaders to act",t
These simple ways to focus on your mental health can make a huge difference,t
"US is not prepared for next pandemic, science writer warns",t
"Workplace cafes can play a role in your weight loss, study finds",t
"Men living alone are at greater risk of inflammation, study says",t
"Despite my health challenges, I choose to heal",t
Dr. Gupta shares his 3 pillars of health for 2022,t
Nordic walking for health and safety,t
Strong relationships may help you live longer,t
10 tips on how to find your ‘sweet spot’ for self-care,t
"Children's mental health in crisis, made worse by pandemic",t
How tech injects new life to the health sector in South Africa,t
What a public health expert is grateful for this Thanksgiving,t
How to use food to boost your immune system,t
This technique can help you lose weight healthily,t
Google engineer: What my own health scare taught me about the sharing of medical data,t
How to enjoy working out if you hate exercise,t
Fad diets are out. It’s your lifestyle habits that matter,t
Report warns of climate change’s ‘code red’ impact on health,t
"Climate crisis is ‘single biggest health threat facing humanity,’ WHO says, calling on world leaders to act",t
These simple ways to focus on your mental health can make a huge difference,t
"US is not prepared for next pandemic, science writer warns",t
"Workplace cafes can play a role in your weight loss, study finds",t
What is the healthiest fish to eat? The best choices for you and the planet,t
Are you Teflon or Velcro around stress? It matters,t
"Studies show White people still dominate health care spending in US, despite efforts to even out disparities",t
Surgeon general on the dangers of health disinformation,t
How your ‘healthy’ lifestyle can be making you tired,t
US comes in last in health care rankings of high-income countries,t
A doctor’s diagnosis of our broken public health system,t
Employee mental health is a huge concern after such a brutal stretch,t
Surgeon general issues warning about sharing health information on social media,t
Same county tops healthiest US community ranking for the second year in a row,t
Dr. Leana Wen shows us how she travels safely with her unvaccinated children,t
